2022-05-24T18:36:32.479046055Z I0524 18:36:32.478960       1 cmd.go:209] Using service-serving-cert provided certificates
2022-05-24T18:36:36.842409725Z I0524 18:36:36.842386       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:36:36.842353747 +0000 UTC))"
2022-05-24T18:36:36.842451239Z I0524 18:36:36.842435       1 shared_informer.go:247] Caches are synced for RequestHeaderAuthRequestController 
2022-05-24T18:36:36.842613595Z I0524 18:36:36.842574       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"metrics.openshift-kube-scheduler-operator.svc\" [serving] validServingFor=[metrics.openshift-kube-scheduler-operator.svc,metrics.openshift-kube-scheduler-operator.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:07:57 +0000 UTC to 2024-05-23 18:07:58 +0000 UTC (now=2022-05-24 18:36:36.842546216 +0000 UTC))"
2022-05-24T18:36:36.842755943Z I0524 18:36:36.842731       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417396\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417396\" (2022-05-24 17:36:35 +0000 UTC to 2023-05-24 17:36:35 +0000 UTC (now=2022-05-24 18:36:36.842706805 +0000 UTC))"
2022-05-24T18:36:36.843017611Z I0524 18:36:36.842985       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"admin-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:08 +0000 UTC to 2032-05-21 17:58:08 +0000 UTC (now=2022-05-24 18:36:36.842961729 +0000 UTC))"
2022-05-24T18:36:36.843043194Z I0524 18:36:36.843031       1 tlsconfig.go:178] "Loaded client CA" index=1 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:11 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:36:36.843016508 +0000 UTC))"
2022-05-24T18:36:36.843065816Z I0524 18:36:36.843053       1 tlsconfig.go:178] "Loaded client CA" index=2 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-control-plane-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:36:36.843040911 +0000 UTC))"
2022-05-24T18:36:36.843090584Z I0524 18:36:36.843077       1 tlsconfig.go:178] "Loaded client CA" index=3 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-apiserver-to-kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:36:36.843063808 +0000 UTC))"
2022-05-24T18:36:36.843134858Z I0524 18:36:36.843116       1 tlsconfig.go:178] "Loaded client CA" index=4 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-bootstrap-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:09 +0000 UTC to 2032-05-21 17:58:09 +0000 UTC (now=2022-05-24 18:36:36.843090563 +0000 UTC))"
2022-05-24T18:36:36.843145529Z I0524 18:36:36.843139       1 tlsconfig.go:178] "Loaded client CA" index=5 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-csr-signer_@1653415662\" [] issuer=\"kubelet-signer\" (2022-05-24 18:07:41 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:36:36.843128185 +0000 UTC))"
2022-05-24T18:36:36.843200620Z I0524 18:36:36.843166       1 tlsconfig.go:178] "Loaded client CA" index=6 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"openshift-kube-apiserver-operator_node-system-admin-signer@1653415661\" [] issuer=\"<self>\" (2022-05-24 18:07:40 +0000 UTC to 2023-05-24 18:07:41 +0000 UTC (now=2022-05-24 18:36:36.843145281 +0000 UTC))"
2022-05-24T18:36:36.843271772Z I0524 18:36:36.843251       1 tlsconfig.go:178] "Loaded client CA" index=7 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:36:36.843230955 +0000 UTC))"
2022-05-24T18:36:36.843400690Z I0524 18:36:36.843385       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"metrics.openshift-kube-scheduler-operator.svc\" [serving] validServingFor=[metrics.openshift-kube-scheduler-operator.svc,metrics.openshift-kube-scheduler-operator.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:07:57 +0000 UTC to 2024-05-23 18:07:58 +0000 UTC (now=2022-05-24 18:36:36.843371059 +0000 UTC))"
2022-05-24T18:36:36.843537285Z I0524 18:36:36.843523       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417396\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417396\" (2022-05-24 17:36:35 +0000 UTC to 2023-05-24 17:36:35 +0000 UTC (now=2022-05-24 18:36:36.843497729 +0000 UTC))"
2022-05-24T18:36:36.976679915Z I0524 18:36:36.975921       1 leaderelection.go:258] successfully acquired lease openshift-kube-scheduler-operator/openshift-cluster-kube-scheduler-operator-lock
2022-05-24T18:36:36.976679915Z I0524 18:36:36.976210       1 event.go:285] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-cluster-kube-scheduler-operator-lock", UID:"b03cbfe0-966d-4549-93da-8fa8e400e6bb", APIVersion:"v1", ResourceVersion:"63342", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' openshift-kube-scheduler-operator-5ccc7cc887-hqrtq_3e45bc4e-3a40-4032-8dac-97fb5e054f2d became leader
2022-05-24T18:36:36.976679915Z I0524 18:36:36.976243       1 event.go:285] Event(v1.ObjectReference{Kind:"Lease", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-cluster-kube-scheduler-operator-lock", UID:"93454602-98b4-43b5-bd3d-7645e7d9ae9d", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"63346", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' openshift-kube-scheduler-operator-5ccc7cc887-hqrtq_3e45bc4e-3a40-4032-8dac-97fb5e054f2d became leader
2022-05-24T18:36:37.079769508Z I0524 18:36:37.079714       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "RevisionController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.080851425Z I0524 18:36:37.080806       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "NodeController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.080965311Z I0524 18:36:37.080930       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "UnsupportedConfigOverridesController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.081032535Z I0524 18:36:37.080960       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "GuardController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.081068632Z I0524 18:36:37.080984       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "LoggingSyncer" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.081569630Z I0524 18:36:37.081529       1 base_controller.go:67] Waiting for caches to sync for RemoveStaleConditionsController
2022-05-24T18:36:37.081659535Z I0524 18:36:37.081626       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "PruneController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.084168026Z I0524 18:36:37.084141       1 base_controller.go:67] Waiting for caches to sync for MissingStaticPodController
2022-05-24T18:36:37.084299310Z I0524 18:36:37.084271       1 base_controller.go:67] Waiting for caches to sync for NodeController
2022-05-24T18:36:37.084328101Z I0524 18:36:37.084299       1 base_controller.go:67] Waiting for caches to sync for GuardController
2022-05-24T18:36:37.084328101Z I0524 18:36:37.084302       1 base_controller.go:67] Waiting for caches to sync for RevisionController
2022-05-24T18:36:37.084835013Z I0524 18:36:37.084813       1 base_controller.go:67] Waiting for caches to sync for StaticResourceController
2022-05-24T18:36:37.084902886Z I0524 18:36:37.084892       1 base_controller.go:67] Waiting for caches to sync for UnsupportedConfigOverridesController
2022-05-24T18:36:37.084962412Z I0524 18:36:37.084950       1 base_controller.go:67] Waiting for caches to sync for LoggingSyncer
2022-05-24T18:36:37.085020619Z I0524 18:36:37.084993       1 base_controller.go:67] Waiting for caches to sync for StaticResourceController
2022-05-24T18:36:37.085075159Z I0524 18:36:37.085047       1 base_controller.go:67] Waiting for caches to sync for InstallerStateController
2022-05-24T18:36:37.085075159Z I0524 18:36:37.085070       1 base_controller.go:67] Waiting for caches to sync for StaticPodStateController
2022-05-24T18:36:37.085134444Z I0524 18:36:37.085102       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "InstallerController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:37.085134444Z I0524 18:36:37.085053       1 base_controller.go:67] Waiting for caches to sync for ResourceSyncController
2022-05-24T18:36:37.085162753Z I0524 18:36:37.085064       1 base_controller.go:67] Waiting for caches to sync for TargetConfigController
2022-05-24T18:36:37.085332044Z I0524 18:36:37.085028       1 base_controller.go:67] Waiting for caches to sync for InstallerController
2022-05-24T18:36:37.085374663Z I0524 18:36:37.085069       1 base_controller.go:67] Waiting for caches to sync for PruneController
2022-05-24T18:36:37.085419314Z I0524 18:36:37.085326       1 base_controller.go:67] Waiting for caches to sync for ConfigObserver
2022-05-24T18:36:37.085471568Z I0524 18:36:37.085454       1 base_controller.go:67] Waiting for caches to sync for StatusSyncer_kube-scheduler
2022-05-24T18:36:37.182345101Z I0524 18:36:37.182296       1 base_controller.go:73] Caches are synced for RemoveStaleConditionsController 
2022-05-24T18:36:37.182345101Z I0524 18:36:37.182316       1 base_controller.go:110] Starting #1 worker of RemoveStaleConditionsController controller ...
2022-05-24T18:36:37.184558775Z I0524 18:36:37.184514       1 base_controller.go:73] Caches are synced for RevisionController 
2022-05-24T18:36:37.184558775Z I0524 18:36:37.184521       1 base_controller.go:73] Caches are synced for MissingStaticPodController 
2022-05-24T18:36:37.184558775Z I0524 18:36:37.184536       1 base_controller.go:110] Starting #1 worker of MissingStaticPodController controller ...
2022-05-24T18:36:37.184558775Z I0524 18:36:37.184544       1 base_controller.go:110] Starting #1 worker of RevisionController controller ...
2022-05-24T18:36:37.185108279Z I0524 18:36:37.185079       1 base_controller.go:73] Caches are synced for LoggingSyncer 
2022-05-24T18:36:37.185108279Z I0524 18:36:37.185096       1 base_controller.go:110] Starting #1 worker of LoggingSyncer controller ...
2022-05-24T18:36:37.185128581Z I0524 18:36:37.185104       1 base_controller.go:73] Caches are synced for StaticPodStateController 
2022-05-24T18:36:37.185128581Z I0524 18:36:37.185121       1 base_controller.go:110] Starting #1 worker of StaticPodStateController controller ...
2022-05-24T18:36:37.185149605Z I0524 18:36:37.185123       1 base_controller.go:73] Caches are synced for UnsupportedConfigOverridesController 
2022-05-24T18:36:37.185149605Z I0524 18:36:37.185137       1 base_controller.go:110] Starting #1 worker of UnsupportedConfigOverridesController controller ...
2022-05-24T18:36:37.185149605Z I0524 18:36:37.185145       1 base_controller.go:73] Caches are synced for StaticResourceController 
2022-05-24T18:36:37.185161038Z I0524 18:36:37.185151       1 base_controller.go:110] Starting #1 worker of StaticResourceController controller ...
2022-05-24T18:36:37.185210109Z I0524 18:36:37.185110       1 base_controller.go:73] Caches are synced for InstallerStateController 
2022-05-24T18:36:37.185210109Z I0524 18:36:37.185170       1 base_controller.go:110] Starting #1 worker of InstallerStateController controller ...
2022-05-24T18:36:37.185282410Z I0524 18:36:37.185256       1 base_controller.go:73] Caches are synced for StaticResourceController 
2022-05-24T18:36:37.185317137Z I0524 18:36:37.185303       1 base_controller.go:110] Starting #1 worker of StaticResourceController controller ...
2022-05-24T18:36:37.185468976Z I0524 18:36:37.185446       1 base_controller.go:73] Caches are synced for PruneController 
2022-05-24T18:36:37.185508368Z I0524 18:36:37.185497       1 base_controller.go:110] Starting #1 worker of PruneController controller ...
2022-05-24T18:36:37.185643767Z I0524 18:36:37.185602       1 base_controller.go:73] Caches are synced for InstallerController 
2022-05-24T18:36:37.185643767Z I0524 18:36:37.185621       1 base_controller.go:110] Starting #1 worker of InstallerController controller ...
2022-05-24T18:36:37.185688817Z I0524 18:36:37.185662       1 base_controller.go:73] Caches are synced for StatusSyncer_kube-scheduler 
2022-05-24T18:36:37.185728527Z I0524 18:36:37.185716       1 base_controller.go:110] Starting #1 worker of StatusSyncer_kube-scheduler controller ...
2022-05-24T18:36:37.289224951Z I0524 18:36:37.285700       1 base_controller.go:73] Caches are synced for ConfigObserver 
2022-05-24T18:36:37.289224951Z I0524 18:36:37.285719       1 base_controller.go:110] Starting #1 worker of ConfigObserver controller ...
2022-05-24T18:36:37.786015687Z I0524 18:36:37.785977       1 base_controller.go:73] Caches are synced for NodeController 
2022-05-24T18:36:37.786123200Z I0524 18:36:37.786112       1 base_controller.go:110] Starting #1 worker of NodeController controller ...
2022-05-24T18:36:37.786707775Z I0524 18:36:37.786080       1 base_controller.go:73] Caches are synced for GuardController 
2022-05-24T18:36:37.786766478Z I0524 18:36:37.786753       1 base_controller.go:110] Starting #1 worker of GuardController controller ...
2022-05-24T18:36:37.884113562Z I0524 18:36:37.884071       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:37.985517030Z I0524 18:36:37.985474       1 base_controller.go:73] Caches are synced for ResourceSyncController 
2022-05-24T18:36:37.985517030Z I0524 18:36:37.985502       1 base_controller.go:110] Starting #1 worker of ResourceSyncController controller ...
2022-05-24T18:36:37.987283152Z I0524 18:36:37.987238       1 base_controller.go:73] Caches are synced for TargetConfigController 
2022-05-24T18:36:37.987348084Z I0524 18:36:37.987321       1 base_controller.go:110] Starting #1 worker of TargetConfigController controller ...
2022-05-24T18:36:38.282875444Z I0524 18:36:38.282836       1 request.go:665] Waited for 1.097325281s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/pods/openshift-kube-scheduler-ip-10-0-149-121.ec2.internal
2022-05-24T18:36:39.482886000Z I0524 18:36:39.482843       1 request.go:665] Waited for 1.494988455s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/configmaps/config
2022-05-24T18:36:40.552484375Z I0524 18:36:40.552433       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because installer is not finished, but in Running phase
2022-05-24T18:36:40.682731121Z I0524 18:36:40.682700       1 request.go:665] Waited for 1.536415684s due to client-side throttling, not priority and fairness, request: POST:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/pods
2022-05-24T18:36:40.720869383Z I0524 18:36:40.720828       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-scheduler-operator", Name:"openshift-kube-scheduler-operator", UID:"1a831732-9132-48af-8708-993b3a98291a", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'PodCreated' Created Pod/revision-pruner-10-ip-10-0-149-121.ec2.internal -n openshift-kube-scheduler because it was missing
2022-05-24T18:36:41.682822545Z I0524 18:36:41.682778       1 request.go:665] Waited for 1.308285607s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/serviceaccounts/openshift-kube-scheduler-sa
2022-05-24T18:36:42.682880446Z I0524 18:36:42.682841       1 request.go:665] Waited for 1.384154077s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/pods?labelSelector=app%3Dinstaller
2022-05-24T18:36:43.299348663Z I0524 18:36:43.299299       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because installer is not finished, but in Running phase
2022-05-24T18:36:43.683034621Z I0524 18:36:43.682994       1 request.go:665] Waited for 1.379575864s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/pods/openshift-kube-scheduler-guard-ip-10-0-169-205.ec2.internal
2022-05-24T18:36:43.697470875Z I0524 18:36:43.697430       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:45.490401688Z I0524 18:36:45.490342       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because installer is not finished, but in Running phase
2022-05-24T18:36:46.282708619Z I0524 18:36:46.282660       1 request.go:665] Waited for 1.16934421s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/pods/openshift-kube-scheduler-ip-10-0-149-121.ec2.internal
2022-05-24T18:36:47.482165304Z I0524 18:36:47.482129       1 request.go:665] Waited for 1.195516676s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-scheduler/pods/openshift-kube-scheduler-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:48.685342170Z I0524 18:36:48.685299       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because waiting for static pod of revision 10, found 7
2022-05-24T18:36:49.684725454Z I0524 18:36:49.684687       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:50.885588670Z I0524 18:36:50.885550       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because waiting for static pod of revision 10, found 7
2022-05-24T18:36:51.886886218Z I0524 18:36:51.886851       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:52.884980217Z I0524 18:36:52.884943       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:55.436205745Z I0524 18:36:55.436154       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:55.437052098Z I0524 18:36:55.437020       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because waiting for static pod of revision 10, found 7
2022-05-24T18:36:59.292392424Z I0524 18:36:59.292121       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because waiting for static pod of revision 10, found 7
2022-05-24T18:36:59.629286382Z I0524 18:36:59.629248       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:01.631501573Z I0524 18:37:01.631456       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because static pod is pending
2022-05-24T18:37:02.830360807Z I0524 18:37:02.830301       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:03.628454839Z I0524 18:37:03.628388       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because static pod is pending
2022-05-24T18:37:04.030657331Z I0524 18:37:04.030620       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:22.845063967Z I0524 18:37:22.845023       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:27.344107937Z I0524 18:37:27.344067       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:28.173001414Z I0524 18:37:28.172952       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:28.457841516Z I0524 18:37:28.457806       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:44.812993685Z I0524 18:37:44.812954       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:44.821930824Z I0524 18:37:44.821895       1 installer_controller.go:500] "ip-10-0-138-197.ec2.internal" moving to (v1.NodeStatus) {
2022-05-24T18:37:44.821930824Z  NodeName: (string) (len=28) "ip-10-0-138-197.ec2.internal",
