2022-05-24T18:36:18.734656027Z I0524 18:36:18.734378       1 flags.go:59] FLAG: --accesstoken-inactivity-timeout="0s"
2022-05-24T18:36:18.734852346Z I0524 18:36:18.734836       1 flags.go:59] FLAG: --authorization-always-allow-paths="[/healthz,/readyz,/livez]"
2022-05-24T18:36:18.734852346Z I0524 18:36:18.734845       1 flags.go:59] FLAG: --authorization-kubeconfig=""
2022-05-24T18:36:18.734852346Z I0524 18:36:18.734849       1 flags.go:59] FLAG: --authorization-webhook-cache-authorized-ttl="10s"
2022-05-24T18:36:18.734862043Z I0524 18:36:18.734853       1 flags.go:59] FLAG: --authorization-webhook-cache-unauthorized-ttl="10s"
2022-05-24T18:36:18.734862043Z I0524 18:36:18.734857       1 flags.go:59] FLAG: --bind-address="0.0.0.0"
2022-05-24T18:36:18.734871222Z I0524 18:36:18.734862       1 flags.go:59] FLAG: --cert-dir="apiserver.local.config/certificates"
2022-05-24T18:36:18.734871222Z I0524 18:36:18.734866       1 flags.go:59] FLAG: --client-ca-file=""
2022-05-24T18:36:18.734880721Z I0524 18:36:18.734871       1 flags.go:59] FLAG: --contention-profiling="false"
2022-05-24T18:36:18.734880721Z I0524 18:36:18.734875       1 flags.go:59] FLAG: --cors-allowed-origins="[//127\\.0\\.0\\.1(:|$),//localhost(:|$)]"
2022-05-24T18:36:18.734889081Z I0524 18:36:18.734880       1 flags.go:59] FLAG: --default-watch-cache-size="100"
2022-05-24T18:36:18.734889081Z I0524 18:36:18.734884       1 flags.go:59] FLAG: --delete-collection-workers="1"
2022-05-24T18:36:18.734897668Z I0524 18:36:18.734888       1 flags.go:59] FLAG: --deserialization-cache-size="0"
2022-05-24T18:36:18.734907467Z I0524 18:36:18.734892       1 flags.go:59] FLAG: --disable-admission-plugins="[]"
2022-05-24T18:36:18.734907467Z I0524 18:36:18.734899       1 flags.go:59] FLAG: --egress-selector-config-file=""
2022-05-24T18:36:18.734916762Z I0524 18:36:18.734904       1 flags.go:59] FLAG: --enable-admission-plugins="[]"
2022-05-24T18:36:18.734916762Z I0524 18:36:18.734909       1 flags.go:59] FLAG: --enable-garbage-collector="true"
2022-05-24T18:36:18.734916762Z I0524 18:36:18.734913       1 flags.go:59] FLAG: --enable-priority-and-fairness="true"
2022-05-24T18:36:18.734926357Z I0524 18:36:18.734917       1 flags.go:59] FLAG: --enable-swagger-ui="false"
2022-05-24T18:36:18.734926357Z I0524 18:36:18.734921       1 flags.go:59] FLAG: --encryption-provider-config=""
2022-05-24T18:36:18.734935730Z I0524 18:36:18.734925       1 flags.go:59] FLAG: --etcd-cafile="/var/run/configmaps/etcd-serving-ca/ca-bundle.crt"
2022-05-24T18:36:18.734935730Z I0524 18:36:18.734930       1 flags.go:59] FLAG: --etcd-certfile="/var/run/secrets/etcd-client/tls.crt"
2022-05-24T18:36:18.734949009Z I0524 18:36:18.734935       1 flags.go:59] FLAG: --etcd-compaction-interval="5m0s"
2022-05-24T18:36:18.734949009Z I0524 18:36:18.734940       1 flags.go:59] FLAG: --etcd-count-metric-poll-period="1m0s"
2022-05-24T18:36:18.734983426Z I0524 18:36:18.734967       1 flags.go:59] FLAG: --etcd-db-metric-poll-interval="30s"
2022-05-24T18:36:18.734983426Z I0524 18:36:18.734976       1 flags.go:59] FLAG: --etcd-healthcheck-timeout="10s"
2022-05-24T18:36:18.734994085Z I0524 18:36:18.734980       1 flags.go:59] FLAG: --etcd-keyfile="/var/run/secrets/etcd-client/tls.key"
2022-05-24T18:36:18.734994085Z I0524 18:36:18.734985       1 flags.go:59] FLAG: --etcd-prefix="openshift.io"
2022-05-24T18:36:18.735019210Z I0524 18:36:18.734989       1 flags.go:59] FLAG: --etcd-servers="[https://10.0.138.197:2379,https://10.0.149.121:2379,https://10.0.169.205:2379]"
2022-05-24T18:36:18.735019210Z I0524 18:36:18.735014       1 flags.go:59] FLAG: --etcd-servers-overrides="[]"
2022-05-24T18:36:18.735028909Z I0524 18:36:18.735019       1 flags.go:59] FLAG: --experimental-encryption-provider-config=""
2022-05-24T18:36:18.735028909Z I0524 18:36:18.735023       1 flags.go:59] FLAG: --external-hostname=""
2022-05-24T18:36:18.735038062Z I0524 18:36:18.735027       1 flags.go:59] FLAG: --feature-gates=""
2022-05-24T18:36:18.735077791Z I0524 18:36:18.735034       1 flags.go:59] FLAG: --goaway-chance="0"
2022-05-24T18:36:18.735077791Z I0524 18:36:18.735073       1 flags.go:59] FLAG: --help="false"
2022-05-24T18:36:18.735088149Z I0524 18:36:18.735078       1 flags.go:59] FLAG: --http2-max-streams-per-connection="1000"
2022-05-24T18:36:18.735088149Z I0524 18:36:18.735082       1 flags.go:59] FLAG: --kubeconfig=""
2022-05-24T18:36:18.735097501Z I0524 18:36:18.735086       1 flags.go:59] FLAG: --lease-reuse-duration-seconds="60"
2022-05-24T18:36:18.735097501Z I0524 18:36:18.735090       1 flags.go:59] FLAG: --livez-grace-period="0s"
2022-05-24T18:36:18.735107028Z I0524 18:36:18.735095       1 flags.go:59] FLAG: --log-backtrace-at=":0"
2022-05-24T18:36:18.735107028Z I0524 18:36:18.735102       1 flags.go:59] FLAG: --log-dir=""
2022-05-24T18:36:18.735116026Z I0524 18:36:18.735107       1 flags.go:59] FLAG: --log-file=""
2022-05-24T18:36:18.735116026Z I0524 18:36:18.735111       1 flags.go:59] FLAG: --log-file-max-size="1800"
2022-05-24T18:36:18.735125730Z I0524 18:36:18.735115       1 flags.go:59] FLAG: --log-flush-frequency="5s"
2022-05-24T18:36:18.735125730Z I0524 18:36:18.735119       1 flags.go:59] FLAG: --logtostderr="true"
2022-05-24T18:36:18.735135348Z I0524 18:36:18.735124       1 flags.go:59] FLAG: --master-service-namespace="default"
2022-05-24T18:36:18.735135348Z I0524 18:36:18.735128       1 flags.go:59] FLAG: --max-mutating-requests-inflight="200"
2022-05-24T18:36:18.735144886Z I0524 18:36:18.735132       1 flags.go:59] FLAG: --max-requests-inflight="400"
2022-05-24T18:36:18.735144886Z I0524 18:36:18.735137       1 flags.go:59] FLAG: --min-request-timeout="1800"
2022-05-24T18:36:18.735144886Z I0524 18:36:18.735141       1 flags.go:59] FLAG: --one-output="false"
2022-05-24T18:36:18.735154890Z I0524 18:36:18.735145       1 flags.go:59] FLAG: --permit-address-sharing="false"
2022-05-24T18:36:18.735154890Z I0524 18:36:18.735149       1 flags.go:59] FLAG: --permit-port-sharing="false"
2022-05-24T18:36:18.735183430Z I0524 18:36:18.735168       1 flags.go:59] FLAG: --profiling="true"
2022-05-24T18:36:18.735194113Z I0524 18:36:18.735181       1 flags.go:59] FLAG: --request-timeout="1m0s"
2022-05-24T18:36:18.735194113Z I0524 18:36:18.735186       1 flags.go:59] FLAG: --requestheader-allowed-names="[]"
2022-05-24T18:36:18.735209575Z I0524 18:36:18.735193       1 flags.go:59] FLAG: --requestheader-client-ca-file=""
2022-05-24T18:36:18.735209575Z I0524 18:36:18.735197       1 flags.go:59] FLAG: --requestheader-extra-headers-prefix="[x-remote-extra-]"
2022-05-24T18:36:18.735209575Z I0524 18:36:18.735202       1 flags.go:59] FLAG: --requestheader-group-headers="[x-remote-group]"
2022-05-24T18:36:18.735219636Z I0524 18:36:18.735209       1 flags.go:59] FLAG: --requestheader-username-headers="[x-remote-user]"
2022-05-24T18:36:18.735219636Z I0524 18:36:18.735214       1 flags.go:59] FLAG: --secure-port="8443"
2022-05-24T18:36:18.735228872Z I0524 18:36:18.735218       1 flags.go:59] FLAG: --shutdown-delay-duration="10s"
2022-05-24T18:36:18.735228872Z I0524 18:36:18.735222       1 flags.go:59] FLAG: --skip-headers="false"
2022-05-24T18:36:18.735238031Z I0524 18:36:18.735228       1 flags.go:59] FLAG: --skip-log-headers="false"
2022-05-24T18:36:18.735238031Z I0524 18:36:18.735233       1 flags.go:59] FLAG: --stderrthreshold="2"
2022-05-24T18:36:18.735257601Z I0524 18:36:18.735237       1 flags.go:59] FLAG: --storage-backend=""
2022-05-24T18:36:18.735257601Z I0524 18:36:18.735241       1 flags.go:59] FLAG: --storage-media-type="application/json"
2022-05-24T18:36:18.735268163Z I0524 18:36:18.735245       1 flags.go:59] FLAG: --strict-transport-security-directives="[]"
2022-05-24T18:36:18.735268163Z I0524 18:36:18.735263       1 flags.go:59] FLAG: --target-ram-mb="0"
2022-05-24T18:36:18.735277679Z I0524 18:36:18.735267       1 flags.go:59] FLAG: --tls-cert-file="/var/run/secrets/serving-cert/tls.crt"
2022-05-24T18:36:18.735287362Z I0524 18:36:18.735271       1 flags.go:59] FLAG: --tls-cipher-suites="[TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256]"
2022-05-24T18:36:18.735296881Z I0524 18:36:18.735284       1 flags.go:59] FLAG: --tls-min-version="VersionTLS12"
2022-05-24T18:36:18.735296881Z I0524 18:36:18.735289       1 flags.go:59] FLAG: --tls-private-key-file="/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:36:18.735305722Z I0524 18:36:18.735294       1 flags.go:59] FLAG: --tls-sni-cert-key="[]"
2022-05-24T18:36:18.735305722Z I0524 18:36:18.735300       1 flags.go:59] FLAG: --tracing-config-file=""
2022-05-24T18:36:18.735314884Z I0524 18:36:18.735304       1 flags.go:59] FLAG: --v="2"
2022-05-24T18:36:18.735314884Z I0524 18:36:18.735308       1 flags.go:59] FLAG: --vmodule=""
2022-05-24T18:36:18.735323731Z I0524 18:36:18.735312       1 flags.go:59] FLAG: --watch-cache="true"
2022-05-24T18:36:18.735332461Z I0524 18:36:18.735316       1 flags.go:59] FLAG: --watch-cache-sizes="[]"
2022-05-24T18:36:18.736375768Z I0524 18:36:18.736343       1 dynamic_serving_content.go:110] "Loaded a new cert/key pair" name="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:36:19.284654039Z I0524 18:36:19.284615       1 requestheader_controller.go:244] Loaded a new request header values for RequestHeaderAuthRequestController
2022-05-24T18:36:19.287348848Z I0524 18:36:19.287310       1 audit.go:353] Using audit backend: ignoreErrors<log>
2022-05-24T18:36:19.289212640Z I0524 18:36:19.289187       1 plugins.go:158] Loaded 2 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,MutatingAdmissionWebhook.
2022-05-24T18:36:19.289212640Z I0524 18:36:19.289204       1 plugins.go:161] Loaded 1 validating admission controller(s) successfully in the following order: ValidatingAdmissionWebhook.
2022-05-24T18:36:19.290320324Z I0524 18:36:19.290286       1 apf_controller.go:200] NewTestableController "Controller" with serverConcurrencyLimit=600, requestWaitLimit=15s, name=Controller, asFieldManager="api-priority-and-fairness-config-consumer-v1"
2022-05-24T18:36:19.312095862Z I0524 18:36:19.312050       1 store.go:1434] "Monitoring resource count at path" resource="oauthclients.oauth.openshift.io" path="<storage-prefix>//oauth/clients"
2022-05-24T18:36:19.320469225Z I0524 18:36:19.320438       1 cacher.go:406] cacher (*oauth.OAuthClient): initialized
2022-05-24T18:36:19.322578061Z I0524 18:36:19.322542       1 store.go:1434] "Monitoring resource count at path" resource="oauthauthorizetokens.oauth.openshift.io" path="<storage-prefix>//oauth/authorizetokens"
2022-05-24T18:36:19.325394601Z I0524 18:36:19.325360       1 cacher.go:406] cacher (*oauth.OAuthAuthorizeToken): initialized
2022-05-24T18:36:19.330699954Z I0524 18:36:19.330663       1 store.go:1434] "Monitoring resource count at path" resource="oauthaccesstokens.oauth.openshift.io" path="<storage-prefix>//oauth/accesstokens"
2022-05-24T18:36:19.333023717Z I0524 18:36:19.333000       1 cacher.go:406] cacher (*oauth.OAuthAccessToken): initialized
2022-05-24T18:36:19.338122977Z I0524 18:36:19.338100       1 store.go:1434] "Monitoring resource count at path" resource="oauthclientauthorizations.oauth.openshift.io" path="<storage-prefix>//oauth/clientauthorizations"
2022-05-24T18:36:19.341457922Z I0524 18:36:19.340540       1 cacher.go:406] cacher (*oauth.OAuthClientAuthorization): initialized
2022-05-24T18:36:19.368788384Z I0524 18:36:19.368752       1 store.go:1434] "Monitoring resource count at path" resource="users.user.openshift.io" path="<storage-prefix>//users"
2022-05-24T18:36:19.378443178Z I0524 18:36:19.378409       1 cacher.go:406] cacher (*user.User): initialized
2022-05-24T18:36:19.378618430Z I0524 18:36:19.378585       1 store.go:1434] "Monitoring resource count at path" resource="identities.user.openshift.io" path="<storage-prefix>//useridentities"
2022-05-24T18:36:19.385759918Z I0524 18:36:19.385729       1 cacher.go:406] cacher (*user.Identity): initialized
2022-05-24T18:36:19.388947031Z I0524 18:36:19.388910       1 store.go:1434] "Monitoring resource count at path" resource="groups.user.openshift.io" path="<storage-prefix>//groups"
2022-05-24T18:36:19.392133713Z I0524 18:36:19.392100       1 cacher.go:406] cacher (*user.Group): initialized
2022-05-24T18:36:19.664031549Z I0524 18:36:19.663994       1 aggregator.go:109] Building initial OpenAPI spec
2022-05-24T18:36:19.741205254Z I0524 18:36:19.741164       1 aggregator.go:112] Finished initial OpenAPI spec generation after 77.14393ms
2022-05-24T18:36:19.741336399Z I0524 18:36:19.741323       1 genericapiserver.go:434] [graceful-termination] ShutdownTimeout=1m0s
2022-05-24T18:36:19.747144205Z I0524 18:36:19.747106       1 requestheader_controller.go:169] Starting RequestHeaderAuthRequestController
2022-05-24T18:36:19.747144205Z I0524 18:36:19.747131       1 shared_informer.go:240] Waiting for caches to sync for RequestHeaderAuthRequestController
2022-05-24T18:36:19.747184571Z I0524 18:36:19.747169       1 configmap_cafile_content.go:201] "Starting controller" name="client-ca::kube-system::extension-apiserver-authentication::client-ca-file"
2022-05-24T18:36:19.747184571Z I0524 18:36:19.747181       1 shared_informer.go:240] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
2022-05-24T18:36:19.747228956Z I0524 18:36:19.747204       1 configmap_cafile_content.go:201] "Starting controller" name="client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file"
2022-05-24T18:36:19.747296586Z I0524 18:36:19.747285       1 shared_informer.go:240] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file
2022-05-24T18:36:19.747421965Z I0524 18:36:19.747394       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"api.openshift-oauth-apiserver.svc\" [serving] validServingFor=[api.openshift-oauth-apiserver.svc,api.openshift-oauth-apiserver.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:08:01 +0000 UTC to 2024-05-23 18:08:02 +0000 UTC (now=2022-05-24 18:36:19.747355934 +0000 UTC))"
2022-05-24T18:36:19.747559570Z I0524 18:36:19.747542       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417379\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417378\" (2022-05-24 17:36:18 +0000 UTC to 2023-05-24 17:36:18 +0000 UTC (now=2022-05-24 18:36:19.747517358 +0000 UTC))"
2022-05-24T18:36:19.747575075Z I0524 18:36:19.747566       1 secure_serving.go:266] Serving securely on [::]:8443
2022-05-24T18:36:19.747624699Z I0524 18:36:19.747589       1 genericapiserver.go:389] [graceful-termination] waiting for shutdown to be initiated
2022-05-24T18:36:19.747639905Z I0524 18:36:19.747632       1 dynamic_serving_content.go:129] "Starting controller" name="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:36:19.747691144Z I0524 18:36:19.747677       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
2022-05-24T18:36:19.748221076Z I0524 18:36:19.748198       1 apf_controller.go:299] Starting API Priority and Fairness config controller
2022-05-24T18:36:19.751447395Z W0524 18:36:19.751424       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 PriorityLevelConfiguration is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 PriorityLevelConfiguration
2022-05-24T18:36:19.752548677Z W0524 18:36:19.752518       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 FlowSchema is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 FlowSchema
2022-05-24T18:36:19.754306480Z W0524 18:36:19.754278       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 PriorityLevelConfiguration is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 PriorityLevelConfiguration
2022-05-24T18:36:19.756185751Z W0524 18:36:19.756161       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 FlowSchema is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 FlowSchema
2022-05-24T18:36:19.847368410Z I0524 18:36:19.847325       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::client-ca-file 
2022-05-24T18:36:19.847368410Z I0524 18:36:19.847340       1 shared_informer.go:247] Caches are synced for RequestHeaderAuthRequestController 
2022-05-24T18:36:19.847368410Z I0524 18:36:19.847358       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file 
2022-05-24T18:36:19.847612489Z I0524 18:36:19.847574       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:36:19.847551611 +0000 UTC))"
2022-05-24T18:36:19.847763052Z I0524 18:36:19.847745       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"api.openshift-oauth-apiserver.svc\" [serving] validServingFor=[api.openshift-oauth-apiserver.svc,api.openshift-oauth-apiserver.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:08:01 +0000 UTC to 2024-05-23 18:08:02 +0000 UTC (now=2022-05-24 18:36:19.847724068 +0000 UTC))"
2022-05-24T18:36:19.847863468Z I0524 18:36:19.847848       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417379\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417378\" (2022-05-24 17:36:18 +0000 UTC to 2023-05-24 17:36:18 +0000 UTC (now=2022-05-24 18:36:19.847834109 +0000 UTC))"
2022-05-24T18:36:19.848017346Z I0524 18:36:19.848005       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"admin-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:08 +0000 UTC to 2032-05-21 17:58:08 +0000 UTC (now=2022-05-24 18:36:19.847993318 +0000 UTC))"
2022-05-24T18:36:19.848042865Z I0524 18:36:19.848032       1 tlsconfig.go:178] "Loaded client CA" index=1 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:11 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:36:19.848021749 +0000 UTC))"
2022-05-24T18:36:19.848062488Z I0524 18:36:19.848050       1 tlsconfig.go:178] "Loaded client CA" index=2 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-control-plane-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:36:19.848041318 +0000 UTC))"
2022-05-24T18:36:19.848081638Z I0524 18:36:19.848071       1 tlsconfig.go:178] "Loaded client CA" index=3 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-apiserver-to-kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:36:19.848060976 +0000 UTC))"
2022-05-24T18:36:19.848106622Z I0524 18:36:19.848095       1 tlsconfig.go:178] "Loaded client CA" index=4 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-bootstrap-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:09 +0000 UTC to 2032-05-21 17:58:09 +0000 UTC (now=2022-05-24 18:36:19.848079917 +0000 UTC))"
2022-05-24T18:36:19.848125711Z I0524 18:36:19.848114       1 tlsconfig.go:178] "Loaded client CA" index=5 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-csr-signer_@1653415662\" [] issuer=\"kubelet-signer\" (2022-05-24 18:07:41 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:36:19.848105191 +0000 UTC))"
2022-05-24T18:36:19.848161300Z I0524 18:36:19.848145       1 tlsconfig.go:178] "Loaded client CA" index=6 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"openshift-kube-apiserver-operator_node-system-admin-signer@1653415661\" [] issuer=\"<self>\" (2022-05-24 18:07:40 +0000 UTC to 2023-05-24 18:07:41 +0000 UTC (now=2022-05-24 18:36:19.848123896 +0000 UTC))"
