2022-05-24T18:36:39.648090153Z I0524 18:36:39.648008       1 cmd.go:209] Using service-serving-cert provided certificates
2022-05-24T18:36:41.547897983Z I0524 18:36:41.547460       1 event.go:285] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator-lock", UID:"dae1c270-305a-43f9-922e-6ee6d0b82d5d", APIVersion:"v1", ResourceVersion:"63742", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kube-controller-manager-operator-6948b87db7-wkj4b_9e654ecd-389e-4215-ad61-994889b4791d became leader
2022-05-24T18:36:41.547897983Z I0524 18:36:41.547500       1 event.go:285] Event(v1.ObjectReference{Kind:"Lease", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator-lock", UID:"24844fe4-fb72-4254-8122-e619c836d5ce", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"63745", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kube-controller-manager-operator-6948b87db7-wkj4b_9e654ecd-389e-4215-ad61-994889b4791d became leader
2022-05-24T18:36:41.554446806Z E0524 18:36:41.554414       1 static_resource_controller.go:207] missing informer for namespace "openshift-infra"; no dynamic wiring added, time-based only.
2022-05-24T18:36:41.555054707Z E0524 18:36:41.555027       1 static_resource_controller.go:213] missing informer for namespace "openshift-infra"; no dynamic wiring added, time-based only.
2022-05-24T18:36:41.562084518Z I0524 18:36:41.562064       1 shared_informer.go:247] Caches are synced for RequestHeaderAuthRequestController 
2022-05-24T18:36:41.563566215Z I0524 18:36:41.563541       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file 
2022-05-24T18:36:41.563587968Z I0524 18:36:41.563548       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::client-ca-file 
2022-05-24T18:36:41.578384177Z I0524 18:36:41.578352       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "RevisionController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.578595747Z I0524 18:36:41.578559       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "PruneController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.578744063Z I0524 18:36:41.578715       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "NodeController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.578761828Z I0524 18:36:41.578749       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "UnsupportedConfigOverridesController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.578978272Z I0524 18:36:41.578929       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "LoggingSyncer" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.579330930Z I0524 18:36:41.579297       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "GuardController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.659632708Z I0524 18:36:41.659596       1 base_controller.go:67] Waiting for caches to sync for RemoveStaleConditionsController
2022-05-24T18:36:41.660303538Z I0524 18:36:41.660276       1 base_controller.go:67] Waiting for caches to sync for MissingStaticPodController
2022-05-24T18:36:41.660605667Z I0524 18:36:41.660570       1 base_controller.go:67] Waiting for caches to sync for StaticResourceController
2022-05-24T18:36:41.660679318Z I0524 18:36:41.660668       1 base_controller.go:67] Waiting for caches to sync for TargetConfigController
2022-05-24T18:36:41.660736838Z I0524 18:36:41.660725       1 base_controller.go:67] Waiting for caches to sync for ConfigObserver
2022-05-24T18:36:41.660909023Z I0524 18:36:41.660896       1 base_controller.go:67] Waiting for caches to sync for StatusSyncer_kube-controller-manager
2022-05-24T18:36:41.660969103Z I0524 18:36:41.660959       1 base_controller.go:67] Waiting for caches to sync for ResourceSyncController
2022-05-24T18:36:41.661012869Z I0524 18:36:41.661003       1 base_controller.go:67] Waiting for caches to sync for CertRotationController
2022-05-24T18:36:41.661063765Z I0524 18:36:41.661054       1 base_controller.go:67] Waiting for caches to sync for SATokenSignerController
2022-05-24T18:36:41.661379345Z I0524 18:36:41.661360       1 base_controller.go:67] Waiting for caches to sync for PruneController
2022-05-24T18:36:41.661791231Z I0524 18:36:41.661760       1 base_controller.go:67] Waiting for caches to sync for InstallerStateController
2022-05-24T18:36:41.661840712Z I0524 18:36:41.661824       1 base_controller.go:67] Waiting for caches to sync for StaticPodStateController
2022-05-24T18:36:41.662040832Z I0524 18:36:41.662001       1 base_controller.go:67] Waiting for caches to sync for NodeController
2022-05-24T18:36:41.662090577Z I0524 18:36:41.662066       1 base_controller.go:67] Waiting for caches to sync for UnsupportedConfigOverridesController
2022-05-24T18:36:41.662111448Z I0524 18:36:41.662096       1 base_controller.go:67] Waiting for caches to sync for LoggingSyncer
2022-05-24T18:36:41.662255001Z I0524 18:36:41.662226       1 base_controller.go:67] Waiting for caches to sync for RevisionController
2022-05-24T18:36:41.662407086Z I0524 18:36:41.662374       1 base_controller.go:67] Waiting for caches to sync for InstallerController
2022-05-24T18:36:41.666401634Z I0524 18:36:41.666363       1 base_controller.go:67] Waiting for caches to sync for GuardController
2022-05-24T18:36:41.666669383Z I0524 18:36:41.666649       1 base_controller.go:67] Waiting for caches to sync for StaticResourceController
2022-05-24T18:36:41.667750797Z I0524 18:36:41.667718       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "InstallerController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:36:41.762167035Z I0524 18:36:41.762115       1 base_controller.go:73] Caches are synced for InstallerStateController 
2022-05-24T18:36:41.762167035Z I0524 18:36:41.762156       1 base_controller.go:110] Starting #1 worker of InstallerStateController controller ...
2022-05-24T18:36:41.767701208Z I0524 18:36:41.767661       1 base_controller.go:73] Caches are synced for GuardController 
2022-05-24T18:36:41.767701208Z I0524 18:36:41.767677       1 base_controller.go:110] Starting #1 worker of GuardController controller ...
2022-05-24T18:36:41.860707693Z I0524 18:36:41.860671       1 base_controller.go:73] Caches are synced for MissingStaticPodController 
2022-05-24T18:36:41.860779706Z I0524 18:36:41.860753       1 base_controller.go:110] Starting #1 worker of MissingStaticPodController controller ...
2022-05-24T18:36:41.860812794Z I0524 18:36:41.860687       1 base_controller.go:73] Caches are synced for RemoveStaleConditionsController 
2022-05-24T18:36:41.860821363Z I0524 18:36:41.860813       1 base_controller.go:110] Starting #1 worker of RemoveStaleConditionsController controller ...
2022-05-24T18:36:41.860860051Z I0524 18:36:41.860845       1 base_controller.go:73] Caches are synced for ConfigObserver 
2022-05-24T18:36:41.861052035Z I0524 18:36:41.860880       1 base_controller.go:110] Starting #1 worker of ConfigObserver controller ...
2022-05-24T18:36:41.861536842Z I0524 18:36:41.861513       1 base_controller.go:73] Caches are synced for SATokenSignerController 
2022-05-24T18:36:41.861536842Z I0524 18:36:41.861529       1 base_controller.go:110] Starting #1 worker of SATokenSignerController controller ...
2022-05-24T18:36:41.861561099Z I0524 18:36:41.861549       1 base_controller.go:73] Caches are synced for StatusSyncer_kube-controller-manager 
2022-05-24T18:36:41.861561099Z I0524 18:36:41.861555       1 base_controller.go:110] Starting #1 worker of StatusSyncer_kube-controller-manager controller ...
2022-05-24T18:36:41.861588289Z I0524 18:36:41.861573       1 base_controller.go:73] Caches are synced for CertRotationController 
2022-05-24T18:36:41.861588289Z I0524 18:36:41.861585       1 base_controller.go:110] Starting #1 worker of CertRotationController controller ...
2022-05-24T18:36:41.861846556Z I0524 18:36:41.861827       1 base_controller.go:73] Caches are synced for PruneController 
2022-05-24T18:36:41.861870412Z I0524 18:36:41.861846       1 base_controller.go:110] Starting #1 worker of PruneController controller ...
2022-05-24T18:36:41.862150739Z I0524 18:36:41.862129       1 base_controller.go:73] Caches are synced for NodeController 
2022-05-24T18:36:41.862150739Z I0524 18:36:41.862146       1 base_controller.go:110] Starting #1 worker of NodeController controller ...
2022-05-24T18:36:41.862270412Z I0524 18:36:41.862246       1 base_controller.go:73] Caches are synced for StaticPodStateController 
2022-05-24T18:36:41.864532923Z I0524 18:36:41.864491       1 base_controller.go:110] Starting #1 worker of StaticPodStateController controller ...
2022-05-24T18:36:41.864615889Z I0524 18:36:41.864352       1 base_controller.go:73] Caches are synced for UnsupportedConfigOverridesController 
2022-05-24T18:36:41.864640733Z I0524 18:36:41.864626       1 base_controller.go:110] Starting #1 worker of UnsupportedConfigOverridesController controller ...
2022-05-24T18:36:41.865587216Z I0524 18:36:41.865565       1 base_controller.go:73] Caches are synced for InstallerController 
2022-05-24T18:36:41.865670958Z I0524 18:36:41.865646       1 base_controller.go:110] Starting #1 worker of InstallerController controller ...
2022-05-24T18:36:41.868920886Z I0524 18:36:41.868890       1 base_controller.go:73] Caches are synced for RevisionController 
2022-05-24T18:36:41.868920886Z I0524 18:36:41.868911       1 base_controller.go:73] Caches are synced for LoggingSyncer 
2022-05-24T18:36:41.868944268Z I0524 18:36:41.868919       1 base_controller.go:110] Starting #1 worker of RevisionController controller ...
2022-05-24T18:36:41.868996929Z I0524 18:36:41.868921       1 base_controller.go:110] Starting #1 worker of LoggingSyncer controller ...
2022-05-24T18:36:42.067728670Z I0524 18:36:42.067696       1 base_controller.go:73] Caches are synced for StaticResourceController 
2022-05-24T18:36:42.067728670Z I0524 18:36:42.067716       1 base_controller.go:110] Starting #1 worker of StaticResourceController controller ...
2022-05-24T18:36:42.261356271Z I0524 18:36:42.261317       1 base_controller.go:73] Caches are synced for TargetConfigController 
2022-05-24T18:36:42.261356271Z I0524 18:36:42.261343       1 base_controller.go:110] Starting #1 worker of TargetConfigController controller ...
2022-05-24T18:36:42.261395886Z I0524 18:36:42.261322       1 base_controller.go:73] Caches are synced for StaticResourceController 
2022-05-24T18:36:42.261395886Z I0524 18:36:42.261372       1 base_controller.go:110] Starting #1 worker of StaticResourceController controller ...
2022-05-24T18:36:42.662054194Z I0524 18:36:42.662016       1 base_controller.go:73] Caches are synced for ResourceSyncController 
2022-05-24T18:36:42.662054194Z I0524 18:36:42.662038       1 base_controller.go:110] Starting #1 worker of ResourceSyncController controller ...
2022-05-24T18:36:42.779527972Z I0524 18:36:42.779494       1 request.go:665] Waited for 1.017090175s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods?labelSelector=app%3Dinstaller
2022-05-24T18:36:43.780551526Z I0524 18:36:43.780513       1 request.go:665] Waited for 1.908781398s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/installer-10-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:44.980444277Z I0524 18:36:44.980404       1 request.go:665] Waited for 1.775938026s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/default/endpoints/kubernetes
2022-05-24T18:36:44.984564902Z I0524 18:36:44.984515       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'SATokenSignerControllerOK' found expected kube-apiserver endpoints
2022-05-24T18:36:46.180395168Z I0524 18:36:46.180354       1 request.go:665] Waited for 1.395754673s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:46.807236807Z I0524 18:36:46.807124       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because waiting for static pod of revision 10, found 9
2022-05-24T18:36:47.380207333Z I0524 18:36:47.380143       1 request.go:665] Waited for 1.194171269s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:47.385502274Z I0524 18:36:47.385471       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:47.389516202Z I0524 18:36:47.389493       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:47.794928685Z I0524 18:36:47.794884       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'PodCreated' Created Pod/revision-pruner-10-ip-10-0-149-121.ec2.internal -n openshift-kube-controller-manager because it was missing
2022-05-24T18:36:48.580282530Z I0524 18:36:48.580247       1 request.go:665] Waited for 1.190401539s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-169-205.ec2.internal
2022-05-24T18:36:49.779967900Z I0524 18:36:49.779917       1 request.go:665] Waited for 1.195448155s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-169-205.ec2.internal
2022-05-24T18:36:50.384915128Z I0524 18:36:50.384852       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because waiting for static pod of revision 10, found 9
2022-05-24T18:36:50.980432290Z I0524 18:36:50.980402       1 request.go:665] Waited for 1.195455872s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:52.179936319Z I0524 18:36:52.179902       1 request.go:665] Waited for 1.186167657s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:52.189677189Z E0524 18:36:52.189637       1 guard_controller.go:253] Missing PodIP in operand kube-controller-manager-ip-10-0-138-197.ec2.internal on node ip-10-0-138-197.ec2.internal
2022-05-24T18:36:52.189677189Z I0524 18:36:52.189663       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:53.180161194Z I0524 18:36:53.180129       1 request.go:665] Waited for 1.147221571s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/secrets/csr-signer
2022-05-24T18:36:53.983919235Z I0524 18:36:53.983882       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because static pod is pending
2022-05-24T18:36:54.379676180Z I0524 18:36:54.379643       1 request.go:665] Waited for 1.193972406s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/secrets/csr-signer
2022-05-24T18:36:54.597415752Z E0524 18:36:54.597378       1 base_controller.go:272] GuardController reconciliation failed: Missing PodIP in operand kube-controller-manager-ip-10-0-138-197.ec2.internal on node ip-10-0-138-197.ec2.internal
2022-05-24T18:36:54.598600802Z I0524 18:36:54.598562       1 status_controller.go:211] clusteroperator/kube-controller-manager diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:35:50Z","message":"NodeControllerDegraded: All master nodes are ready\nGuardControllerDegraded: Missing PodIP in operand kube-controller-manager-ip-10-0-138-197.ec2.internal on node ip-10-0-138-197.ec2.internal","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:27:37Z","message":"NodeInstallerProgressing: 1 nodes are at revision 7; 1 nodes are at revision 9; 1 nodes are at revision 10","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:11:07Z","message":"StaticPodsAvailable: 3 nodes are active; 1 nodes are at revision 7; 1 nodes are at revision 9; 1 nodes are at revision 10","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:53Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"}]}}
2022-05-24T18:36:54.601447445Z I0524 18:36:54.601417       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:36:54.608135232Z I0524 18:36:54.608086       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/kube-controller-manager changed: Degraded message changed from "NodeControllerDegraded: All master nodes are ready" to "NodeControllerDegraded: All master nodes are ready\nGuardControllerDegraded: Missing PodIP in operand kube-controller-manager-ip-10-0-138-197.ec2.internal on node ip-10-0-138-197.ec2.internal"
2022-05-24T18:36:55.380221482Z I0524 18:36:55.380170       1 request.go:665] Waited for 1.195731955s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/serviceaccounts/kube-controller-manager-sa
2022-05-24T18:36:56.580440221Z I0524 18:36:56.580404       1 request.go:665] Waited for 1.396248672s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/installer-10-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:57.779773460Z I0524 18:36:57.779741       1 request.go:665] Waited for 1.395125848s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-ip-10-0-149-121.ec2.internal
2022-05-24T18:36:57.985336932Z I0524 18:36:57.985299       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because static pod is pending
2022-05-24T18:36:58.780415211Z I0524 18:36:58.780380       1 request.go:665] Waited for 1.195839945s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:59.979993446Z I0524 18:36:59.979959       1 request.go:665] Waited for 1.195209211s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-138-197.ec2.internal
2022-05-24T18:36:59.998035437Z I0524 18:36:59.997995       1 status_controller.go:211] clusteroperator/kube-controller-manager diff {"status":{"conditions":[{"lastTransitionTime":"2022-05-24T18:35:50Z","message":"NodeControllerDegraded: All master nodes are ready","reason":"AsExpected","status":"False","type":"Degraded"},{"lastTransitionTime":"2022-05-24T18:27:37Z","message":"NodeInstallerProgressing: 1 nodes are at revision 7; 1 nodes are at revision 9; 1 nodes are at revision 10","reason":"NodeInstaller","status":"True","type":"Progressing"},{"lastTransitionTime":"2022-05-24T18:11:07Z","message":"StaticPodsAvailable: 3 nodes are active; 1 nodes are at revision 7; 1 nodes are at revision 9; 1 nodes are at revision 10","reason":"AsExpected","status":"True","type":"Available"},{"lastTransitionTime":"2022-05-24T18:07:53Z","message":"All is well","reason":"AsExpected","status":"True","type":"Upgradeable"}]}}
2022-05-24T18:37:00.008427369Z I0524 18:37:00.008380       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-kube-controller-manager-operator", Name:"kube-controller-manager-operator", UID:"4d8dab4b-5ff6-4460-9c0a-6afb71c129aa", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Normal' reason: 'OperatorStatusChanged' Status for clusteroperator/kube-controller-manager changed: Degraded message changed from "NodeControllerDegraded: All master nodes are ready\nGuardControllerDegraded: Missing PodIP in operand kube-controller-manager-ip-10-0-138-197.ec2.internal on node ip-10-0-138-197.ec2.internal" to "NodeControllerDegraded: All master nodes are ready"
2022-05-24T18:37:01.179699258Z I0524 18:37:01.179659       1 request.go:665] Waited for 1.182000407s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/serviceaccounts/installer-sa
2022-05-24T18:37:01.984968009Z I0524 18:37:01.984928       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because static pod is pending
2022-05-24T18:37:02.179961782Z I0524 18:37:02.179916       1 request.go:665] Waited for 1.594850921s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/services/kube-controller-manager
2022-05-24T18:37:03.180269127Z I0524 18:37:03.180239       1 request.go:665] Waited for 1.194353578s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/installer-10-ip-10-0-138-197.ec2.internal
2022-05-24T18:37:04.379603835Z I0524 18:37:04.379571       1 request.go:665] Waited for 1.194610136s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/installer-10-ip-10-0-138-197.ec2.internal
2022-05-24T18:37:04.985518471Z I0524 18:37:04.985482       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:04.989449600Z I0524 18:37:04.989421       1 guard_controller.go:234] Node ip-10-0-149-121.ec2.internal not schedulable, skipping reconciling the guard pod
2022-05-24T18:37:05.386402109Z I0524 18:37:05.386358       1 installer_controller.go:512] "ip-10-0-138-197.ec2.internal" is in transition to 10, but has not made progress because static pod is pending
2022-05-24T18:37:09.780275763Z I0524 18:37:09.780243       1 request.go:665] Waited for 1.028390847s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-169-205.ec2.internal
2022-05-24T18:37:10.979896378Z I0524 18:37:10.979860       1 request.go:665] Waited for 1.194957156s due to client-side throttling, not priority and fairness, request: GET:https://172.30.0.1:443/api/v1/namespaces/openshift-kube-controller-manager/pods/kube-controller-manager-guard-ip-10-0-169-205.ec2.internal
2022-05-24T18:37:11.584856493Z I0524 18:37:11.584808       1 installer_controller.go:500] "ip-10-0-138-197.ec2.internal" moving to (v1.NodeStatus) {
2022-05-24T18:37:11.584856493Z  NodeName: (string) (len=28) "ip-10-0-138-197.ec2.internal",
2022-05-24T18:37:11.584856493Z  CurrentRevision: (int32) 10,
2022-05-24T18:37:11.584856493Z  TargetRevision: (int32) 0,
2022-05-24T18:37:11.584856493Z  LastFailedRevision: (int32) 0,
2022-05-24T18:37:11.584856493Z  LastFailedTime: (*v1.Time)(<nil>),
2022-05-24T18:37:11.584856493Z  LastFailedReason: (string) "",
2022-05-24T18:37:11.584856493Z  LastFailedCount: (int) 0,
2022-05-24T18:37:11.584856493Z  LastFallbackCount: (int) 0,
2022-05-24T18:37:11.584856493Z  LastFailedRevisionErrors: ([]string) <nil>
2022-05-24T18:37:11.584856493Z }
2022-05-24T18:37:11.584856493Z  because static pod is ready
