2022-05-24T18:32:09.883137472Z I0524 18:32:09.882989       1 profiler.go:21] Starting profiling endpoint at http://127.0.0.1:6060/debug/pprof/
2022-05-24T18:32:12.433366284Z I0524 18:32:12.433112       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417132\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417131\" (2022-05-24 17:32:10 +0000 UTC to 2023-05-24 17:32:10 +0000 UTC (now=2022-05-24 18:32:12.433088802 +0000 UTC))"
2022-05-24T18:32:12.433366284Z I0524 18:32:12.433132       1 secure_serving.go:266] Serving securely on [::]:8443
2022-05-24T18:32:12.433366284Z I0524 18:32:12.433223       1 genericapiserver.go:462] [graceful-termination] waiting for shutdown to be initiated
2022-05-24T18:32:12.433366284Z I0524 18:32:12.433309       1 requestheader_controller.go:169] Starting RequestHeaderAuthRequestController
2022-05-24T18:32:12.433366284Z I0524 18:32:12.433330       1 shared_informer.go:240] Waiting for caches to sync for RequestHeaderAuthRequestController
2022-05-24T18:32:12.433417098Z I0524 18:32:12.433365       1 dynamic_serving_content.go:131] "Starting controller" name="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:32:12.433629691Z I0524 18:32:12.433592       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
2022-05-24T18:32:12.433930667Z I0524 18:32:12.433912       1 reflector.go:219] Starting reflector *v1.ConfigMap (12h0m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.433930667Z I0524 18:32:12.433926       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.434287303Z I0524 18:32:12.434255       1 configmap_cafile_content.go:201] "Starting controller" name="client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file"
2022-05-24T18:32:12.434287303Z I0524 18:32:12.434276       1 shared_informer.go:240] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file
2022-05-24T18:32:12.434364476Z I0524 18:32:12.434342       1 reflector.go:219] Starting reflector *v1.ConfigMap (12h0m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.434402225Z I0524 18:32:12.434392       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.434608693Z I0524 18:32:12.434173       1 configmap_cafile_content.go:201] "Starting controller" name="client-ca::kube-system::extension-apiserver-authentication::client-ca-file"
2022-05-24T18:32:12.434637669Z I0524 18:32:12.434628       1 shared_informer.go:240] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
2022-05-24T18:32:12.434777699Z I0524 18:32:12.434752       1 reflector.go:219] Starting reflector *v1.ConfigMap (12h0m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.434832836Z I0524 18:32:12.434816       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.499845067Z I0524 18:32:12.499803       1 leaderelection.go:258] successfully acquired lease openshift-etcd-operator/openshift-cluster-etcd-operator-lock
2022-05-24T18:32:12.500126041Z I0524 18:32:12.500083       1 event.go:285] Event(v1.ObjectReference{Kind:"ConfigMap", Namespace:"openshift-etcd-operator", Name:"openshift-cluster-etcd-operator-lock", UID:"ac109000-df61-486a-a730-e8dc12fc9d0c", APIVersion:"v1", ResourceVersion:"55604", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' etcd-operator-6565d86cc-jcwp7_e144f90f-9824-4eb2-8f61-3ecaa2eaab2d became leader
2022-05-24T18:32:12.500126041Z I0524 18:32:12.500111       1 event.go:285] Event(v1.ObjectReference{Kind:"Lease", Namespace:"openshift-etcd-operator", Name:"openshift-cluster-etcd-operator-lock", UID:"5d70454e-3f68-4735-b1bd-f240f0293546", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"55608", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' etcd-operator-6565d86cc-jcwp7_e144f90f-9824-4eb2-8f61-3ecaa2eaab2d became leader
2022-05-24T18:32:12.535174127Z I0524 18:32:12.533998       1 shared_informer.go:270] caches populated
2022-05-24T18:32:12.535174127Z I0524 18:32:12.534014       1 shared_informer.go:247] Caches are synced for RequestHeaderAuthRequestController 
2022-05-24T18:32:12.535174127Z I0524 18:32:12.535058       1 shared_informer.go:270] caches populated
2022-05-24T18:32:12.535174127Z I0524 18:32:12.535069       1 shared_informer.go:270] caches populated
2022-05-24T18:32:12.535174127Z I0524 18:32:12.535081       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file 
2022-05-24T18:32:12.535174127Z I0524 18:32:12.535070       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::client-ca-file 
2022-05-24T18:32:12.535346484Z I0524 18:32:12.535314       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:32:12.535284914 +0000 UTC))"
2022-05-24T18:32:12.535540273Z I0524 18:32:12.535522       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"metrics.openshift-etcd-operator.svc\" [serving] validServingFor=[metrics.openshift-etcd-operator.svc,metrics.openshift-etcd-operator.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:07:55 +0000 UTC to 2024-05-23 18:07:56 +0000 UTC (now=2022-05-24 18:32:12.53549585 +0000 UTC))"
2022-05-24T18:32:12.535720871Z I0524 18:32:12.535702       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417132\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417131\" (2022-05-24 17:32:10 +0000 UTC to 2023-05-24 17:32:10 +0000 UTC (now=2022-05-24 18:32:12.535676923 +0000 UTC))"
2022-05-24T18:32:12.535941285Z I0524 18:32:12.535924       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"admin-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:08 +0000 UTC to 2032-05-21 17:58:08 +0000 UTC (now=2022-05-24 18:32:12.535903545 +0000 UTC))"
2022-05-24T18:32:12.535980499Z I0524 18:32:12.535966       1 tlsconfig.go:178] "Loaded client CA" index=1 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:11 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:32:12.535939764 +0000 UTC))"
2022-05-24T18:32:12.536013573Z I0524 18:32:12.535998       1 tlsconfig.go:178] "Loaded client CA" index=2 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-control-plane-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:32:12.535980822 +0000 UTC))"
2022-05-24T18:32:12.536045901Z I0524 18:32:12.536031       1 tlsconfig.go:178] "Loaded client CA" index=3 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-apiserver-to-kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:32:12.536012699 +0000 UTC))"
2022-05-24T18:32:12.536078910Z I0524 18:32:12.536064       1 tlsconfig.go:178] "Loaded client CA" index=4 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-bootstrap-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:09 +0000 UTC to 2032-05-21 17:58:09 +0000 UTC (now=2022-05-24 18:32:12.536045242 +0000 UTC))"
2022-05-24T18:32:12.536110293Z I0524 18:32:12.536095       1 tlsconfig.go:178] "Loaded client CA" index=5 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-csr-signer_@1653415662\" [] issuer=\"kubelet-signer\" (2022-05-24 18:07:41 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:32:12.536077698 +0000 UTC))"
2022-05-24T18:32:12.536144687Z I0524 18:32:12.536130       1 tlsconfig.go:178] "Loaded client CA" index=6 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"openshift-kube-apiserver-operator_node-system-admin-signer@1653415661\" [] issuer=\"<self>\" (2022-05-24 18:07:40 +0000 UTC to 2023-05-24 18:07:41 +0000 UTC (now=2022-05-24 18:32:12.536109364 +0000 UTC))"
2022-05-24T18:32:12.536193619Z I0524 18:32:12.536161       1 tlsconfig.go:178] "Loaded client CA" index=7 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:32:12.536144212 +0000 UTC))"
2022-05-24T18:32:12.536348253Z I0524 18:32:12.536332       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"metrics.openshift-etcd-operator.svc\" [serving] validServingFor=[metrics.openshift-etcd-operator.svc,metrics.openshift-etcd-operator.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:07:55 +0000 UTC to 2024-05-23 18:07:56 +0000 UTC (now=2022-05-24 18:32:12.536309961 +0000 UTC))"
2022-05-24T18:32:12.536492371Z I0524 18:32:12.536477       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417132\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417131\" (2022-05-24 17:32:10 +0000 UTC to 2023-05-24 17:32:10 +0000 UTC (now=2022-05-24 18:32:12.536458525 +0000 UTC))"
2022-05-24T18:32:12.561250791Z I0524 18:32:12.561200       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "RevisionController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:32:12.561643054Z I0524 18:32:12.561605       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "PruneController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:32:12.561662913Z I0524 18:32:12.561647       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "NodeController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:32:12.561945418Z I0524 18:32:12.561917       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "UnsupportedConfigOverridesController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:32:12.563144205Z I0524 18:32:12.563061       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "LoggingSyncer" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:32:12.566412571Z I0524 18:32:12.566381       1 reflector.go:219] Starting reflector *v1.Endpoints (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566475509Z I0524 18:32:12.566447       1 reflector.go:255] Listing and watching *v1.Endpoints from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566475509Z I0524 18:32:12.566456       1 reflector.go:219] Starting reflector *v1.Pod (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566475509Z I0524 18:32:12.566467       1 reflector.go:255] Listing and watching *v1.Pod from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566499839Z I0524 18:32:12.566479       1 reflector.go:219] Starting reflector *v1.Namespace (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566499839Z I0524 18:32:12.566485       1 reflector.go:255] Listing and watching *v1.Namespace from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566499839Z I0524 18:32:12.566489       1 reflector.go:219] Starting reflector *v1.Etcd (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566499839Z I0524 18:32:12.566495       1 reflector.go:255] Listing and watching *v1.Etcd from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566580716Z I0524 18:32:12.566559       1 reflector.go:219] Starting reflector *v1.Namespace (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566616934Z I0524 18:32:12.566606       1 reflector.go:255] Listing and watching *v1.Namespace from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566740193Z I0524 18:32:12.566714       1 reflector.go:219] Starting reflector *v1.ClusterRoleBinding (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566740193Z I0524 18:32:12.566730       1 reflector.go:255] Listing and watching *v1.ClusterRoleBinding from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566825085Z I0524 18:32:12.566802       1 reflector.go:219] Starting reflector *v1.ServiceAccount (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566825085Z I0524 18:32:12.566820       1 reflector.go:255] Listing and watching *v1.ServiceAccount from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566870431Z I0524 18:32:12.566431       1 reflector.go:219] Starting reflector *v1.ClusterOperator (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.566940571Z I0524 18:32:12.566907       1 reflector.go:255] Listing and watching *v1.ClusterOperator from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567012658Z I0524 18:32:12.566995       1 reflector.go:219] Starting reflector *v1.ConfigMap (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567012658Z I0524 18:32:12.567008       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567042971Z I0524 18:32:12.567023       1 reflector.go:219] Starting reflector *v1.Secret (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567042971Z I0524 18:32:12.567031       1 reflector.go:219] Starting reflector *v1.ConfigMap (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567054222Z I0524 18:32:12.567041       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567189481Z I0524 18:32:12.567156       1 reflector.go:219] Starting reflector *v1.ConfigMap (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567189481Z I0524 18:32:12.567171       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567363558Z I0524 18:32:12.567341       1 reflector.go:219] Starting reflector *v1.Secret (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567421370Z I0524 18:32:12.566456       1 reflector.go:219] Starting reflector *v1.Secret (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567421370Z I0524 18:32:12.567415       1 reflector.go:255] Listing and watching *v1.Secret from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567516764Z I0524 18:32:12.567499       1 reflector.go:219] Starting reflector *v1.Network (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567516764Z I0524 18:32:12.567510       1 reflector.go:255] Listing and watching *v1.Network from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567561218Z I0524 18:32:12.566466       1 reflector.go:219] Starting reflector *v1.Node (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567561218Z I0524 18:32:12.567556       1 reflector.go:255] Listing and watching *v1.Node from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567662599Z I0524 18:32:12.567645       1 reflector.go:219] Starting reflector *v1.APIServer (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567662599Z I0524 18:32:12.567657       1 reflector.go:255] Listing and watching *v1.APIServer from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567690378Z I0524 18:32:12.567001       1 reflector.go:219] Starting reflector *v1.ConfigMap (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567708706Z I0524 18:32:12.567689       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.567938818Z I0524 18:32:12.567913       1 event.go:285] Event(v1.ObjectReference{Kind:"Deployment", Namespace:"openshift-etcd-operator", Name:"etcd-operator", UID:"f9580b51-c8f5-4a7c-8a00-03375aa02683", APIVersion:"apps/v1", ResourceVersion:"", FieldPath:""}): type: 'Warning' reason: 'FastControllerResync' Controller "UnsupportedConfigOverridesController" resync interval is set to 0s which might lead to client request throttling
2022-05-24T18:32:12.568053244Z I0524 18:32:12.567035       1 reflector.go:255] Listing and watching *v1.Secret from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568148418Z I0524 18:32:12.567343       1 reflector.go:219] Starting reflector *v1.ConfigMap (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568203931Z I0524 18:32:12.568172       1 reflector.go:255] Listing and watching *v1.ConfigMap from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568257510Z I0524 18:32:12.567367       1 reflector.go:219] Starting reflector *v1.Secret (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568302670Z I0524 18:32:12.568277       1 reflector.go:255] Listing and watching *v1.Secret from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568344773Z I0524 18:32:12.568322       1 base_controller.go:67] Waiting for caches to sync for MissingStaticPodController
2022-05-24T18:32:12.568374020Z I0524 18:32:12.568360       1 base_controller.go:67] Waiting for caches to sync for ConfigObserver
2022-05-24T18:32:12.568387117Z I0524 18:32:12.568379       1 base_controller.go:67] Waiting for caches to sync for EtcdCertSignerController
2022-05-24T18:32:12.568420043Z I0524 18:32:12.568407       1 base_controller.go:67] Waiting for caches to sync for ClusterMemberController
2022-05-24T18:32:12.568433902Z I0524 18:32:12.568424       1 base_controller.go:67] Waiting for caches to sync for StatusSyncer_etcd
2022-05-24T18:32:12.568443383Z I0524 18:32:12.568432       1 base_controller.go:67] Waiting for caches to sync for EtcdMembersController
2022-05-24T18:32:12.568455010Z I0524 18:32:12.568446       1 base_controller.go:67] Waiting for caches to sync for EtcdEndpointsController
2022-05-24T18:32:12.568476982Z I0524 18:32:12.568463       1 shared_informer.go:270] caches populated
2022-05-24T18:32:12.568476982Z I0524 18:32:12.568468       1 base_controller.go:67] Waiting for caches to sync for ResourceSyncController
2022-05-24T18:32:12.568488362Z I0524 18:32:12.568474       1 base_controller.go:73] Caches are synced for EtcdMembersController 
2022-05-24T18:32:12.568488362Z I0524 18:32:12.568481       1 base_controller.go:110] Starting #1 worker of EtcdMembersController controller ...
2022-05-24T18:32:12.568588743Z I0524 18:32:12.568423       1 reflector.go:219] Starting reflector *v1.ClusterVersion (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568599843Z I0524 18:32:12.568586       1 reflector.go:255] Listing and watching *v1.ClusterVersion from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568677871Z I0524 18:32:12.568658       1 reflector.go:219] Starting reflector *v1.Secret (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568677871Z I0524 18:32:12.568673       1 reflector.go:255] Listing and watching *v1.Secret from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568765093Z I0524 18:32:12.568751       1 base_controller.go:67] Waiting for caches to sync for BootstrapTeardownController
2022-05-24T18:32:12.568786189Z I0524 18:32:12.568774       1 base_controller.go:67] Waiting for caches to sync for UnsupportedConfigOverridesController
2022-05-24T18:32:12.568786189Z I0524 18:32:12.568779       1 base_controller.go:67] Waiting for caches to sync for NodeController
2022-05-24T18:32:12.568799749Z I0524 18:32:12.568257       1 reflector.go:219] Starting reflector *v1.Infrastructure (10m0s) from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.568799749Z I0524 18:32:12.568796       1 base_controller.go:67] Waiting for caches to sync for ScriptController
2022-05-24T18:32:12.568815140Z I0524 18:32:12.568797       1 reflector.go:255] Listing and watching *v1.Infrastructure from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167
2022-05-24T18:32:12.569339656Z I0524 18:32:12.569316       1 base_controller.go:67] Waiting for caches to sync for QuorumGuardController
2022-05-24T18:32:12.569506795Z I0524 18:32:12.569492       1 base_controller.go:67] Waiting for caches to sync for StaticResourceController
2022-05-24T18:32:12.569522542Z I0524 18:32:12.569515       1 base_controller.go:67] Waiting for caches to sync for UnsupportedConfigOverridesController
2022-05-24T18:32:12.569544580Z I0524 18:32:12.569533       1 base_controller.go:67] Waiting for caches to sync for LoggingSyncer
2022-05-24T18:32:12.569578251Z I0524 18:32:12.569566       1 reflector.go:203] Reflector from k8s.io/client-go@v0.23.0/tools/cache/reflector.go:167 configured with expectedType of *unstructured.Unstructured with empty GroupVersionKind.
