2022-05-24T18:31:41.385404166Z I0524 18:31:41.385263       1 flags.go:59] FLAG: --accesstoken-inactivity-timeout="0s"
2022-05-24T18:31:41.385653484Z I0524 18:31:41.385642       1 flags.go:59] FLAG: --etcd-cafile="/var/run/configmaps/etcd-serving-ca/ca-bundle.crt"
2022-05-24T18:31:41.385653484Z I0524 18:31:41.385647       1 flags.go:59] FLAG: --etcd-certfile="/var/run/secrets/etcd-client/tls.crt"
2022-05-24T18:31:41.385667645Z I0524 18:31:41.385651       1 flags.go:59] FLAG: --etcd-compaction-interval="5m0s"
2022-05-24T18:31:41.385667645Z I0524 18:31:41.385655       1 flags.go:59] FLAG: --etcd-count-metric-poll-period="1m0s"
2022-05-24T18:31:41.385667645Z I0524 18:31:41.385661       1 flags.go:59] FLAG: --etcd-db-metric-poll-interval="30s"
2022-05-24T18:31:41.385678990Z I0524 18:31:41.385665       1 flags.go:59] FLAG: --etcd-healthcheck-timeout="10s"
2022-05-24T18:31:41.385678990Z I0524 18:31:41.385669       1 flags.go:59] FLAG: --etcd-keyfile="/var/run/secrets/etcd-client/tls.key"
2022-05-24T18:31:41.385678990Z I0524 18:31:41.385673       1 flags.go:59] FLAG: --etcd-prefix="openshift.io"
2022-05-24T18:31:41.385690856Z I0524 18:31:41.385678       1 flags.go:59] FLAG: --etcd-servers="[https://10.0.138.197:2379,https://10.0.149.121:2379,https://10.0.169.205:2379]"
2022-05-24T18:31:41.385690856Z I0524 18:31:41.385684       1 flags.go:59] FLAG: --etcd-servers-overrides="[]"
2022-05-24T18:31:41.385712113Z I0524 18:31:41.385689       1 flags.go:59] FLAG: --experimental-encryption-provider-config=""
2022-05-24T18:31:41.385712113Z I0524 18:31:41.385693       1 flags.go:59] FLAG: --external-hostname=""
2022-05-24T18:31:41.385712113Z I0524 18:31:41.385697       1 flags.go:59] FLAG: --feature-gates=""
2022-05-24T18:31:41.385712113Z I0524 18:31:41.385707       1 flags.go:59] FLAG: --goaway-chance="0"
2022-05-24T18:31:41.385721825Z I0524 18:31:41.385713       1 flags.go:59] FLAG: --help="false"
2022-05-24T18:31:41.385721825Z I0524 18:31:41.385716       1 flags.go:59] FLAG: --http2-max-streams-per-connection="1000"
2022-05-24T18:31:41.385730978Z I0524 18:31:41.385721       1 flags.go:59] FLAG: --kubeconfig=""
2022-05-24T18:31:41.385730978Z I0524 18:31:41.385724       1 flags.go:59] FLAG: --lease-reuse-duration-seconds="60"
2022-05-24T18:31:41.385740148Z I0524 18:31:41.385728       1 flags.go:59] FLAG: --livez-grace-period="0s"
2022-05-24T18:31:41.385740148Z I0524 18:31:41.385732       1 flags.go:59] FLAG: --log-backtrace-at=":0"
2022-05-24T18:31:41.385749036Z I0524 18:31:41.385738       1 flags.go:59] FLAG: --log-dir=""
2022-05-24T18:31:41.385749036Z I0524 18:31:41.385743       1 flags.go:59] FLAG: --log-file=""
2022-05-24T18:31:41.385758339Z I0524 18:31:41.385746       1 flags.go:59] FLAG: --log-file-max-size="1800"
2022-05-24T18:31:41.385758339Z I0524 18:31:41.385750       1 flags.go:59] FLAG: --log-flush-frequency="5s"
2022-05-24T18:31:41.385758339Z I0524 18:31:41.385754       1 flags.go:59] FLAG: --logtostderr="true"
2022-05-24T18:31:41.385768685Z I0524 18:31:41.385757       1 flags.go:59] FLAG: --master-service-namespace="default"
2022-05-24T18:31:41.385768685Z I0524 18:31:41.385762       1 flags.go:59] FLAG: --max-mutating-requests-inflight="200"
2022-05-24T18:31:41.385768685Z I0524 18:31:41.385765       1 flags.go:59] FLAG: --max-requests-inflight="400"
2022-05-24T18:31:41.385778673Z I0524 18:31:41.385769       1 flags.go:59] FLAG: --min-request-timeout="1800"
2022-05-24T18:31:41.385778673Z I0524 18:31:41.385773       1 flags.go:59] FLAG: --one-output="false"
2022-05-24T18:31:41.385788049Z I0524 18:31:41.385777       1 flags.go:59] FLAG: --permit-address-sharing="false"
2022-05-24T18:31:41.385788049Z I0524 18:31:41.385781       1 flags.go:59] FLAG: --permit-port-sharing="false"
2022-05-24T18:31:41.385788049Z I0524 18:31:41.385784       1 flags.go:59] FLAG: --profiling="true"
2022-05-24T18:31:41.385797765Z I0524 18:31:41.385788       1 flags.go:59] FLAG: --request-timeout="1m0s"
2022-05-24T18:31:41.385797765Z I0524 18:31:41.385792       1 flags.go:59] FLAG: --requestheader-allowed-names="[]"
2022-05-24T18:31:41.385811518Z I0524 18:31:41.385796       1 flags.go:59] FLAG: --requestheader-client-ca-file=""
2022-05-24T18:31:41.385811518Z I0524 18:31:41.385800       1 flags.go:59] FLAG: --requestheader-extra-headers-prefix="[x-remote-extra-]"
2022-05-24T18:31:41.385811518Z I0524 18:31:41.385807       1 flags.go:59] FLAG: --requestheader-group-headers="[x-remote-group]"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385812       1 flags.go:59] FLAG: --requestheader-username-headers="[x-remote-user]"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385818       1 flags.go:59] FLAG: --secure-port="8443"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385822       1 flags.go:59] FLAG: --shutdown-delay-duration="10s"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385825       1 flags.go:59] FLAG: --skip-headers="false"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385830       1 flags.go:59] FLAG: --skip-log-headers="false"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385834       1 flags.go:59] FLAG: --stderrthreshold="2"
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385838       1 flags.go:59] FLAG: --storage-backend=""
2022-05-24T18:31:41.385847434Z I0524 18:31:41.385841       1 flags.go:59] FLAG: --storage-media-type="application/json"
2022-05-24T18:31:41.385858824Z I0524 18:31:41.385845       1 flags.go:59] FLAG: --strict-transport-security-directives="[]"
2022-05-24T18:31:41.385858824Z I0524 18:31:41.385849       1 flags.go:59] FLAG: --target-ram-mb="0"
2022-05-24T18:31:41.385858824Z I0524 18:31:41.385853       1 flags.go:59] FLAG: --tls-cert-file="/var/run/secrets/serving-cert/tls.crt"
2022-05-24T18:31:41.385894776Z I0524 18:31:41.385858       1 flags.go:59] FLAG: --tls-cipher-suites="[TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256]"
2022-05-24T18:31:41.387496704Z I0524 18:31:41.387479       1 flags.go:59] FLAG: --tls-min-version="VersionTLS12"
2022-05-24T18:31:41.387537872Z I0524 18:31:41.387515       1 flags.go:59] FLAG: --tls-private-key-file="/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:31:41.387537872Z I0524 18:31:41.387527       1 flags.go:59] FLAG: --tls-sni-cert-key="[]"
2022-05-24T18:31:41.387557908Z I0524 18:31:41.387535       1 flags.go:59] FLAG: --tracing-config-file=""
2022-05-24T18:31:41.387557908Z I0524 18:31:41.387540       1 flags.go:59] FLAG: --v="2"
2022-05-24T18:31:41.387557908Z I0524 18:31:41.387545       1 flags.go:59] FLAG: --vmodule=""
2022-05-24T18:31:41.387557908Z I0524 18:31:41.387549       1 flags.go:59] FLAG: --watch-cache="true"
2022-05-24T18:31:41.387569617Z I0524 18:31:41.387554       1 flags.go:59] FLAG: --watch-cache-sizes="[]"
2022-05-24T18:31:41.388489601Z I0524 18:31:41.388452       1 dynamic_serving_content.go:110] "Loaded a new cert/key pair" name="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:31:41.816345064Z I0524 18:31:41.816309       1 requestheader_controller.go:244] Loaded a new request header values for RequestHeaderAuthRequestController
2022-05-24T18:31:41.818476708Z I0524 18:31:41.818441       1 audit.go:353] Using audit backend: ignoreErrors<log>
2022-05-24T18:31:41.821130820Z I0524 18:31:41.821103       1 plugins.go:158] Loaded 2 mutating admission controller(s) successfully in the following order: NamespaceLifecycle,MutatingAdmissionWebhook.
2022-05-24T18:31:41.821130820Z I0524 18:31:41.821120       1 plugins.go:161] Loaded 1 validating admission controller(s) successfully in the following order: ValidatingAdmissionWebhook.
2022-05-24T18:31:41.824535421Z I0524 18:31:41.824504       1 apf_controller.go:200] NewTestableController "Controller" with serverConcurrencyLimit=600, requestWaitLimit=15s, name=Controller, asFieldManager="api-priority-and-fairness-config-consumer-v1"
2022-05-24T18:31:41.850267020Z I0524 18:31:41.850235       1 store.go:1434] "Monitoring resource count at path" resource="oauthclients.oauth.openshift.io" path="<storage-prefix>//oauth/clients"
2022-05-24T18:31:41.861686927Z I0524 18:31:41.861656       1 cacher.go:406] cacher (*oauth.OAuthClient): initialized
2022-05-24T18:31:41.867527069Z I0524 18:31:41.867491       1 store.go:1434] "Monitoring resource count at path" resource="oauthauthorizetokens.oauth.openshift.io" path="<storage-prefix>//oauth/authorizetokens"
2022-05-24T18:31:41.873493939Z I0524 18:31:41.873465       1 cacher.go:406] cacher (*oauth.OAuthAuthorizeToken): initialized
2022-05-24T18:31:41.877428892Z I0524 18:31:41.876170       1 store.go:1434] "Monitoring resource count at path" resource="oauthaccesstokens.oauth.openshift.io" path="<storage-prefix>//oauth/accesstokens"
2022-05-24T18:31:41.877914452Z I0524 18:31:41.877880       1 cacher.go:406] cacher (*oauth.OAuthAccessToken): initialized
2022-05-24T18:31:41.889837281Z I0524 18:31:41.889803       1 store.go:1434] "Monitoring resource count at path" resource="oauthclientauthorizations.oauth.openshift.io" path="<storage-prefix>//oauth/clientauthorizations"
2022-05-24T18:31:41.895315583Z I0524 18:31:41.895284       1 cacher.go:406] cacher (*oauth.OAuthClientAuthorization): initialized
2022-05-24T18:31:41.931794415Z I0524 18:31:41.931757       1 store.go:1434] "Monitoring resource count at path" resource="users.user.openshift.io" path="<storage-prefix>//users"
2022-05-24T18:31:41.934700615Z I0524 18:31:41.934665       1 cacher.go:406] cacher (*user.User): initialized
2022-05-24T18:31:41.942854179Z I0524 18:31:41.942828       1 store.go:1434] "Monitoring resource count at path" resource="identities.user.openshift.io" path="<storage-prefix>//useridentities"
2022-05-24T18:31:41.949102170Z I0524 18:31:41.949064       1 cacher.go:406] cacher (*user.Identity): initialized
2022-05-24T18:31:41.950884022Z I0524 18:31:41.950839       1 store.go:1434] "Monitoring resource count at path" resource="groups.user.openshift.io" path="<storage-prefix>//groups"
2022-05-24T18:31:41.952597048Z I0524 18:31:41.952572       1 cacher.go:406] cacher (*user.Group): initialized
2022-05-24T18:31:42.225991855Z I0524 18:31:42.225953       1 aggregator.go:109] Building initial OpenAPI spec
2022-05-24T18:31:42.317121306Z I0524 18:31:42.317078       1 aggregator.go:112] Finished initial OpenAPI spec generation after 91.091041ms
2022-05-24T18:31:42.317279746Z I0524 18:31:42.317265       1 genericapiserver.go:434] [graceful-termination] ShutdownTimeout=1m0s
2022-05-24T18:31:42.326625162Z I0524 18:31:42.326587       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"api.openshift-oauth-apiserver.svc\" [serving] validServingFor=[api.openshift-oauth-apiserver.svc,api.openshift-oauth-apiserver.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:08:01 +0000 UTC to 2024-05-23 18:08:02 +0000 UTC (now=2022-05-24 18:31:42.326544877 +0000 UTC))"
2022-05-24T18:31:42.326790060Z I0524 18:31:42.326762       1 dynamic_serving_content.go:129] "Starting controller" name="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key"
2022-05-24T18:31:42.326944159Z I0524 18:31:42.326930       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417101\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417101\" (2022-05-24 17:31:41 +0000 UTC to 2023-05-24 17:31:41 +0000 UTC (now=2022-05-24 18:31:42.326905256 +0000 UTC))"
2022-05-24T18:31:42.326996042Z I0524 18:31:42.326985       1 secure_serving.go:266] Serving securely on [::]:8443
2022-05-24T18:31:42.327041603Z I0524 18:31:42.327032       1 genericapiserver.go:389] [graceful-termination] waiting for shutdown to be initiated
2022-05-24T18:31:42.327063857Z I0524 18:31:42.326693       1 requestheader_controller.go:169] Starting RequestHeaderAuthRequestController
2022-05-24T18:31:42.327090412Z I0524 18:31:42.327081       1 shared_informer.go:240] Waiting for caches to sync for RequestHeaderAuthRequestController
2022-05-24T18:31:42.327137360Z I0524 18:31:42.327127       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
2022-05-24T18:31:42.337234315Z I0524 18:31:42.330331       1 apf_controller.go:299] Starting API Priority and Fairness config controller
2022-05-24T18:31:42.337234315Z I0524 18:31:42.326715       1 configmap_cafile_content.go:201] "Starting controller" name="client-ca::kube-system::extension-apiserver-authentication::client-ca-file"
2022-05-24T18:31:42.337234315Z I0524 18:31:42.332372       1 shared_informer.go:240] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::client-ca-file
2022-05-24T18:31:42.337234315Z I0524 18:31:42.326730       1 configmap_cafile_content.go:201] "Starting controller" name="client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file"
2022-05-24T18:31:42.337234315Z I0524 18:31:42.332503       1 shared_informer.go:240] Waiting for caches to sync for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file
2022-05-24T18:31:42.341156904Z W0524 18:31:42.341120       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 PriorityLevelConfiguration is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 PriorityLevelConfiguration
2022-05-24T18:31:42.344084887Z W0524 18:31:42.344052       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 FlowSchema is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 FlowSchema
2022-05-24T18:31:42.347239581Z W0524 18:31:42.345361       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 PriorityLevelConfiguration is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 PriorityLevelConfiguration
2022-05-24T18:31:42.350061857Z W0524 18:31:42.349356       1 warnings.go:70] flowcontrol.apiserver.k8s.io/v1beta1 FlowSchema is deprecated in v1.23+, unavailable in v1.26+; use flowcontrol.apiserver.k8s.io/v1beta2 FlowSchema
2022-05-24T18:31:42.427995336Z I0524 18:31:42.427957       1 shared_informer.go:247] Caches are synced for RequestHeaderAuthRequestController 
2022-05-24T18:31:42.431242827Z I0524 18:31:42.431211       1 apf_controller.go:304] Running API Priority and Fairness config worker
2022-05-24T18:31:42.433369937Z I0524 18:31:42.433336       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file 
2022-05-24T18:31:42.433369937Z I0524 18:31:42.433349       1 shared_informer.go:247] Caches are synced for client-ca::kube-system::extension-apiserver-authentication::client-ca-file 
2022-05-24T18:31:42.433632164Z I0524 18:31:42.433608       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"aggregator-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:10 +0000 UTC to 2022-05-25 17:58:10 +0000 UTC (now=2022-05-24 18:31:42.433559103 +0000 UTC))"
2022-05-24T18:31:42.433822715Z I0524 18:31:42.433805       1 tlsconfig.go:200] "Loaded serving cert" certName="serving-cert::/var/run/secrets/serving-cert/tls.crt::/var/run/secrets/serving-cert/tls.key" certDetail="\"api.openshift-oauth-apiserver.svc\" [serving] validServingFor=[api.openshift-oauth-apiserver.svc,api.openshift-oauth-apiserver.svc.cluster.local] issuer=\"openshift-service-serving-signer@1653415662\" (2022-05-24 18:08:01 +0000 UTC to 2024-05-23 18:08:02 +0000 UTC (now=2022-05-24 18:31:42.433779411 +0000 UTC))"
2022-05-24T18:31:42.433983911Z I0524 18:31:42.433967       1 named_certificates.go:53] "Loaded SNI cert" index=0 certName="self-signed loopback" certDetail="\"apiserver-loopback-client@1653417101\" [serving] validServingFor=[apiserver-loopback-client] issuer=\"apiserver-loopback-client-ca@1653417101\" (2022-05-24 17:31:41 +0000 UTC to 2023-05-24 17:31:41 +0000 UTC (now=2022-05-24 18:31:42.433945105 +0000 UTC))"
2022-05-24T18:31:42.434283085Z I0524 18:31:42.434256       1 tlsconfig.go:178] "Loaded client CA" index=0 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"admin-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:08 +0000 UTC to 2032-05-21 17:58:08 +0000 UTC (now=2022-05-24 18:31:42.434234587 +0000 UTC))"
2022-05-24T18:31:42.434305044Z I0524 18:31:42.434296       1 tlsconfig.go:178] "Loaded client CA" index=1 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:11 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:31:42.434277689 +0000 UTC))"
2022-05-24T18:31:42.434347911Z I0524 18:31:42.434324       1 tlsconfig.go:178] "Loaded client CA" index=2 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-control-plane-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:31:42.434306503 +0000 UTC))"
2022-05-24T18:31:42.434368259Z I0524 18:31:42.434359       1 tlsconfig.go:178] "Loaded client CA" index=3 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-apiserver-to-kubelet-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:12 +0000 UTC to 2023-05-24 17:58:12 +0000 UTC (now=2022-05-24 18:31:42.434341036 +0000 UTC))"
2022-05-24T18:31:42.434428734Z I0524 18:31:42.434398       1 tlsconfig.go:178] "Loaded client CA" index=4 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kubelet-bootstrap-kubeconfig-signer\" [] issuer=\"<self>\" (2022-05-24 17:58:09 +0000 UTC to 2032-05-21 17:58:09 +0000 UTC (now=2022-05-24 18:31:42.434370459 +0000 UTC))"
2022-05-24T18:31:42.434448741Z I0524 18:31:42.434440       1 tlsconfig.go:178] "Loaded client CA" index=5 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"kube-csr-signer_@1653415662\" [] issuer=\"kubelet-signer\" (2022-05-24 18:07:41 +0000 UTC to 2022-05-25 17:58:11 +0000 UTC (now=2022-05-24 18:31:42.434421796 +0000 UTC))"
2022-05-24T18:31:42.434483554Z I0524 18:31:42.434469       1 tlsconfig.go:178] "Loaded client CA" index=6 certName="client-ca::kube-system::extension-apiserver-authentication::client-ca-file,client-ca::kube-system::extension-apiserver-authentication::requestheader-client-ca-file" certDetail="\"openshift-kube-apiserver-operator_node-system-admin-signer@1653415661\" [] issuer=\"<self>\" (2022-05-24 18:07:40 +0000 UTC to 2023-05-24 18:07:41 +0000 UTC (now=2022-05-24 18:31:42.434449892 +0000 UTC))"
